university,career,inscription_date,nombre,sexo,birth_date,location,direccion,email
universidad nacional de jujuy,ingeniería mecánica,2020/10/12,shane webster,m,1991/01/01,granadero baigorria,"8920 ronnie expressway suite 881
ryanland, mt 68490",herringadam@yahoo.com
universidad nacional de jujuy,licenciatura en artes,2020/12/04,donna delacruz,f,2007/11/06,colonia bombal,"unit 2184 box 2828
dpo ap 80635",oevans@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/10/05,peter olsen,m,1992/12/05,colonia 1 de mayo,"85821 hunter crossroad
mathisport, or 54701",rscott@yahoo.com
universidad nacional de jujuy,actuario ,2020/11/10,william wilson,m,1967/06/23,huasa pampa norte,"4842 jessica freeway
port karenmouth, wy 79279",michelehall@gmail.com
universidad nacional de jujuy,licenciatura en artes,2021/01/18,kelly martinez,f,1977/03/22,asturias,"61967 thompson place apt. 461
corymouth, ky 89893",donhughes@gmail.com
universidad nacional de jujuy,diseño de imagen y sonido,2021/01/26,james kim,m,1931/06/08,banda florida,"584 andre plaza apt. 650
port scott, ri 18831",kristopher12@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/30,aaron stone,m,1987/08/07,agua botada,"3075 smith flats suite 720
janetview, ri 87382",russellgeorge@gmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/29,michael gross,m,1995/04/09,la isabel,"66904 reed harbors
christopherview, nj 74143",dyermichael@yahoo.com
universidad nacional de jujuy,agronomía,2020/12/08,david foley,m,1958/10/11,alvarez,"88054 robert mountain
south patrick, pa 21059",rpeterson@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/08,william miller,m,1942/05/04,caminera napaleofu,"8420 watkins causeway
deanside, de 60912",jillmaxwell@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/09/21,patrick graham,m,1938/06/24,bocayuba,"720 little brooks
angelabury, sc 37548",joshua16@hotmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/09/23,tom hill,m,1933/04/29,30 de octubre,"631 paula lock
robertburgh, ok 18792",uschmitt@gmail.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/09/20,ashley watkins,f,2020/11/24,chipauquil,"6707 cisneros springs apt. 974
dukeside, id 13705",debra86@gmail.com
universidad nacional de jujuy,ingeniería en informática,2020/12/21,amanda garcia,f,1907/12/02,almacen el descanso,"usns washington
fpo ap 65301",hblack@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/17,shannon mora,f,1930/02/10,abasto,"477 osborn way apt. 563
port randy, nv 46638",crystalmarshall@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/04,john anderson,m,1935/02/22,aguada del loro,"psc 6058, box 7636
apo ap 93910",ryanjackson@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/21,marc king,m,1916/09/12,la isabel,"627 terri fields suite 882
new jeffreystad, ut 67501",jasminemiller@yahoo.com
universidad nacional de jujuy,diseño industrial,2020/11/29,paul reynolds,m,2008/09/06,apoyaco,"961 smith dale
patriciastad, md 88942",davidjackson@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/10/19,brandon reid,m,1941/07/26,perez,"51372 branch mountain apt. 198
ortizville, la 91396",hortonwilliam@gmail.com
universidad nacional de jujuy,técnico para bioterios ,2020/11/11,stacey carroll,f,2014/02/03,achiras,"2035 mary village
east lauren, co 61796",allisoncastillo@yahoo.com
universidad nacional de jujuy,licenciatura en musicoterapia,2020/09/11,christopher martinez,m,1951/07/09,cari larquea,"usnv bentley
fpo ap 87630",criley@hotmail.com
universidad nacional de jujuy,licenciatura en artes,2020/11/18,bryan barrett,m,1929/02/25,bernal este,"701 brown plains
west tara, mn 24672",emmawilliams@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia política ,2020/11/15,emily gregory,f,1958/07/03,arroyo mal paso,"22839 davis squares suite 653
west edwardstad, nm 98811",susan77@hotmail.com
universidad nacional de jujuy,agronomía,2020/09/24,justin gomez,m,1912/05/15,arroyo grande,"5158 thomas row suite 048
lake julie, ga 45670",pstark@gmail.com
universidad nacional de jujuy,licenciatura en psicología,2021/01/01,david herrera,m,1929/10/09,amalia,"3619 adams expressway suite 869
nicolehaven, mo 32779",brianasmith@hotmail.com
universidad nacional de jujuy,diseño industrial,2020/11/07,isaiah williams,m,2000/05/06,alcorta,"86781 butler street
kimshire, or 78984",wgarcia@gmail.com
universidad nacional de jujuy,licenciatura en ciencias geológicas,2020/10/22,caitlin bell,f,1979/01/21,alto el puesto,"8532 caldwell fields suite 113
judybury, wv 60167",mauricewilliams@hotmail.com
universidad nacional de jujuy,ingeniería mecánica,2020/12/23,david bray,m,1975/04/28,6 de septiembre,"960 todd harbors suite 291
sandraton, wy 13875",uwarren@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/05,jeffery cooley,m,1927/10/31,aldea san jorge,"48509 kaitlyn isle
amyside, nv 90337",christopherallen@yahoo.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/09/30,theresa duke,f,1914/08/24,america,"unit 7822 box 5385
dpo ae 78399",harrellcindy@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2021/01/26,dr. daniel kennedy,m,1974/11/22,corbett,"6543 adam row
jamesland, in 39544",heberteric@hotmail.com
universidad nacional de jujuy,técnico para bioterios ,2020/10/08,hayley stevens,f,1995/10/20,las palmas,"psc 0226, box 4122
apo aa 99548",davisjoshua@yahoo.com
universidad nacional de jujuy,agronomía,2020/11/24,paul jackson,m,2002/11/11,arenoso,"unit 7150 box 6982
dpo aa 16768",michael06@hotmail.com
universidad nacional de jujuy,licenciatura en psicología,2020/09/06,denise bonilla,f,1965/04/22,gregorio de laferrere,"63511 cynthia street
north douglasburgh, va 03577",tbrown@yahoo.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/12/18,karen ross,f,1950/12/03,empalme villa constitucion,"92589 griffin mountain
east mike, il 41758",adkinsandrew@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/23,lisa smith,f,1983/08/06,despeñaderos,"75186 brittany club apt. 309
north tammychester, vt 02790",mitchell73@yahoo.com
universidad nacional de jujuy,licenciatura en sociología ,2020/09/15,kathryn nguyen,f,1991/03/28,calchaqui,"7275 fernandez landing suite 650
lake peterborough, fl 14860",andreanguyen@gmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/06,shawn griffin,m,1913/06/16,acassuso,"089 william vista
derekberg, mn 01344",fgibbs@yahoo.com
universidad nacional de jujuy,medicina,2020/10/27,olivia gonzales,f,1956/10/10,beccar,"unit 6435 box 0986
dpo ap 41965",donnaellison@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/27,robert hernandez,m,2001/05/08,calera,"98162 rebecca union
west william, wa 43512",georgelevine@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/09/21,justin aguirre,m,1941/10/23,cantera aguirre,"uscgc boyd
fpo ap 68557",smithcameron@yahoo.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/10/08,nancy howard,f,2005/10/02,lote 11 escuela 107,"558 roberts pines apt. 835
rowlandton, va 76720",amy82@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2021/01/24,kathleen garcia,f,1925/01/03,agua colorada,"9323 tonya port apt. 979
williamsland, wi 03673",cynthiachurch@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/11/12,sarah downs,f,1932/08/02,comandante granville,"8211 caitlyn roads
lewisville, nd 85029",chenpaul@yahoo.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/11/07,james thomas,m,1977/04/30,alastuey,"572 john springs
west bruceside, mo 08841",arielmartinez@gmail.com
universidad nacional de jujuy,ciencias veterinarias,2020/12/11,mr. vincent martin,m,1969/09/10,punta lara,"7992 ronald plaza apt. 575
thomaston, ne 85337",martinlaura@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2021/01/06,eric reeves,m,2008/10/30,angosto del perchel,"5613 adams ridges
port davidland, az 55235",courtney62@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/18,gina phillips,f,1927/03/02,centella,"76881 dodson well
lake terry, or 11044",pereznicole@yahoo.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/16,katherine walsh,f,1961/09/27,ampata,"32423 king plains suite 518
aimeeshire, al 36152",bartonjoseph@hotmail.com
universidad nacional de jujuy,licenciatura en administración ,2020/10/30,robert perez,m,2011/03/08,corralito,"0471 shawn land
north nathaniel, oh 76626",waltondenise@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/10/19,chad warren,m,1920/01/28,abra mayo,"usns williams
fpo aa 77237",powellalicia@gmail.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/12/10,rhonda davies,f,1929/06/28,alta italia,"71889 kelley ports
lake cherylshire, ne 09209",marc93@hotmail.com
universidad nacional de jujuy,arquitectura,2020/10/12,derek johnson,m,1909/05/29,el cipres,"196 anderson turnpike
wilsonburgh, nd 98503",amyjohnson@gmail.com
universidad nacional de jujuy,agronomía,2020/12/12,vanessa nelson,f,1965/01/24,3 de mayo,"9145 latasha trace
brandontown, ri 79657",jstewart@gmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/28,shawn garrison,m,1951/12/30,la eduvigis,"2104 brooks forge
south brandonmouth, nc 40516",cherrystephen@gmail.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/11/28,sandra francis,f,1924/05/20,wilde,"510 kristopher shores
lanehaven, wi 89486",bakermariah@gmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/09/09,melissa hammond,f,1980/11/28,alto de leiva,"79224 troy rue
gibsonport, ri 06797",cruzrichard@yahoo.com
universidad nacional de jujuy,ingeniería en informática,2020/09/30,kayla hudson,f,1917/07/13,isla victoria,"9327 wilson underpass
campbellborough, mn 76973",martinezjames@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/09,julia mendoza,f,1928/10/09,albardon,"1524 jonathan avenue
north ryan, nd 83221",ashleesaunders@gmail.com
universidad nacional de jujuy,licenciatura en ciencias biológicas,2020/09/15,angela russo,f,1913/01/02,arroyo moreira,"00784 clark cliffs
new alexis, mo 25146",michellemontgomery@hotmail.com
universidad nacional de jujuy,licenciatura en kinesiología y fisiatría,2020/11/18,tyler anderson,m,1957/07/10,bme bavio gral mansilla,"96188 charles union
amandamouth, az 34473",barrysawyer@hotmail.com
universidad nacional de jujuy,licenciatura en producción de bioimagenes,2020/12/15,troy evans,m,1960/01/06,albigasta,"230 anna forks suite 727
aaronton, az 27854",zowens@gmail.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2020/12/28,jo gomez,f,2017/02/28,aguada san roque,"3340 daisy circle suite 323
johnsonburgh, sc 52038",qbarajas@gmail.com
universidad nacional de jujuy,agronomía,2020/09/23,shannon lawson,f,1964/12/28,colonia berlin,"6552 david throughway
guerrerobury, sd 51159",donaldbarron@yahoo.com
universidad nacional de jujuy,diseño industrial,2020/09/16,jordan carr,m,1930/09/25,aconquija,"3743 morgan courts
east veronicaborough, vt 85476",ikelly@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/16,bradley burke,m,1996/07/31,colonia lote 12,"12132 burton roads
south angelastad, ak 10542",sfinley@hotmail.com
universidad nacional de jujuy,ingeniería en informática,2020/12/22,david kennedy,m,1937/03/06,25 de mayo,"3102 adkins throughway
bowenside, wy 59639",pgregory@gmail.com
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/24,bruce flores jr.,m,1916/09/20,el molle,"400 wilson island suite 221
port christine, ar 27497",cruzjanice@gmail.com
universidad nacional de jujuy,bioquímica,2020/10/28,jennifer hall,f,1918/12/11,kilometro 184,"12407 amanda ford
benjaminstad, pa 54488",sharon67@yahoo.com
universidad nacional de jujuy,ingeniería mecánica,2020/09/08,kimberly gomez,f,2014/02/08,casablanca,"11762 tucker crest
north jesusburgh, la 20496",dillonashley@yahoo.com
universidad nacional de jujuy,licenciatura en ciencia y tecnología de alimentos,2021/01/11,david fisher,m,2008/12/17,aguada cecilio,"2922 young forest
south hollyhaven, mi 11275",torreswesley@gmail.com
universidad nacional de jujuy,técnico para bioterios ,2020/10/02,ariel mack,f,1994/09/12,calera argentina,"35355 castro route
new stephenland, ny 36188",kelly23@hotmail.com
universidad nacional de jujuy,licenciatura en relaciones del trabajo ,2020/10/14,lori pennington,f,2012/05/23,antonio carboni,"045 williams fort suite 331
lake kevinmouth, wi 99825",arieldavis@hotmail.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/16,joshua diaz,m,1997/12/18,colonia cunci,"7476 reyes burg suite 906
gregoryhaven, wa 51894",jonesmegan@hotmail.com
universidad nacional de jujuy,bioquímica,2020/09/05,matthew pugh,m,1986/06/22,anguil,"457 christopher springs suite 069
west bryan, nj 64407",justin85@hotmail.com
universidad nacional de jujuy,licenciatura en administración ,2021/01/24,scott marshall,m,1913/09/11,arroyo corralito,"735 james estates suite 361
west brianside, vt 31971",eric02@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias ambientales,2021/01/25,joel wilson,m,2012/05/14,villa sauce,"18340 matthew manors
lake nancy, mi 94473",williamsregina@yahoo.com
universidad nacional de jujuy,agronomía,2020/10/01,linda kline,f,1915/09/02,juan maria gutierrez,"028 robert ridges
port joseph, va 49854",richardsonchase@gmail.com
universidad nacional de jujuy,medicina,2020/11/30,madison white,f,1958/02/12,isla los laureles,"9869 brandy divide
jesseville, ut 03623",jacqueline82@yahoo.com
universidad nacional de jujuy,licenciatura en psicología,2020/11/04,jared ware,m,1998/09/09,andrade,"090 key heights
north marie, pa 11777",tobrien@yahoo.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2021/01/22,bryan mann,m,1906/07/28,fortin chaco,"unit 1257 box 1072
dpo aa 24738",dmurray@gmail.com
universidad nacional de jujuy,licenciatura en terapia ocupacional,2020/11/16,tom dean,m,2010/07/23,colonia duportal,"6753 kyle courts
berrybury, fl 16833",nbriggs@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la educación ,2021/01/20,daniel stephens,m,1907/12/26,aguada de la peña,"5124 angela mill
allenville, in 47996",nelsonsarah@yahoo.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/28,paul lynch,m,2016/10/17,el talar,"97075 stephen lodge
north amandaport, ny 81135",erin18@yahoo.com
universidad nacional de jujuy,licenciatura en gestión de agroalimentos,2020/10/04,gregory jimenez,m,2015/12/24,avanzada,"256 kyle crossing
port paultown, md 65745",morgan30@hotmail.com
universidad nacional de jujuy,licenciatura en planificación y diseño del paisaje,2020/12/10,william irwin,m,2001/09/22,aguada del loro,"unit 2184 box 2874
dpo aa 13971",catherinetapia@gmail.com
universidad nacional de jujuy,arquitectura,2020/09/08,joel williams,m,2021/02/14,san andres,"654 kristy road
jasonshire, nh 19621",louisjackson@hotmail.com
universidad nacional de jujuy,licenciatura en ciencias de la computación,2020/11/20,lori maldonado,f,1929/04/08,abra del trigo,"218 vasquez ville
kiddborough, or 61266",erinleonard@gmail.com
universidad nacional de jujuy,diseño de imagen y sonido,2020/09/13,michael harris,m,2017/02/20,realico,"18058 christina drive suite 954
evansberg, ma 41246",gsimpson@hotmail.com
universidad nacional de jujuy,licenciatura en sociología ,2020/12/28,anthony george,m,1935/09/27,anecon chico,"161 meyer trace suite 586
woodsview, pa 83443",ccollins@yahoo.com
universidad nacional de jujuy,licenciatura en ciencias antropológicas,2020/12/02,kevin robinson,m,1922/10/02,domselaar,"2550 lewis shore suite 251
north susan, co 73262",matthewleblanc@hotmail.com
universidad nacional de jujuy,licenciatura en administración ,2020/12/28,julie ramos,f,1996/06/24,13 de enero,"psc 0131, box 2877
apo aa 81249",watkinspatricia@yahoo.com
universidad nacional de jujuy,ingeniería mecánica,2020/12/04,andrea gomez,f,1937/04/27,aguada chacay co,"11244 wesley fort
west alexis, az 11802",krodriguez@gmail.com
